OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
03515300, UNIVERSITY OF CENTRAL LANCASHIRE                                       ,,PR1 2HE       ,Foreign-Public, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 "
03516300, KING'S UNIVERSITY (THE)                                                , CA ,914052233,Private-Nonprofit, 141 , 141 ," $517,613.00 ", 152 ," $186,266.00 "
03516500," EZELL'S COSMETOLOGY SCHOOL, LLC                                        ", KY ,420712530,Proprietary, 10 , 10 ," $32,940.00 ", 11 ," $16,915.00 "
03517300, UNIVERSITY OF BRIGHTON                                                 ,,BN2 4AT       ,Foreign-Public, 7 , 7 ," $25,000.00 ", 7 ," $12,500.00 "
03519300, MISSOURI COLLEGE OF COSMETOLOGY NORTH                                  , MO ,658041235,Proprietary, 47 , 48 ," $154,060.00 ", 68 ," $79,355.00 "
03519400, LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL                                 , AR ,717304804,Proprietary, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 "
03523300, AVIATION INSTITUTE OF MAINTENANCE                                      , GA ,300965038,Proprietary, 327 , 331 ," $1,134,069.00 ", 422 ," $701,873.00 "
03529300, SIDNEY'S HAIRDRESSING COLLEGE                                          , KS ,675017094,Proprietary, 27 , 27 ," $82,856.00 ", 40 ," $63,040.00 "
03532400, ADVANCED TRAINING ASSOCIATES                                           , CA ,920200918,Proprietary, 16 , 16 ," $48,817.00 ", 25 ," $37,894.00 "
03533300, BATH SPA UNIVERSITY                                                    ,,BA2 9BN       ,Foreign-Public, 5 , 5 ," $21,500.00 ", 5 ," $7,166.00 "
03534300, JONES INTERNATIONAL UNIVERSITY                                         , CO ,801123446,Proprietary, 812 , 823 ," $2,968,800.00 ", 935 ," $1,720,818.00 "
03534400, AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE                             , OH ,432291113,Proprietary, 110 , 111 ," $318,488.00 ", 111 ," $139,877.00 "
03535300, HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER                         , PA ,170600905,Public, 17 , 17 ," $59,500.00 ", 17 ," $29,750.00 "
03536300, INSTITUTE FOR THERAPEUTIC MASSAGE                                      , NJ ,074201452,Proprietary, 57 , 58 ," $132,455.00 ", 71 ," $77,015.00 "
03537300, NEW YORK AUTOMOTIVE & DIESEL INSTITUTE                                 , NY ,114331433,Proprietary, 159 , 159 ," $506,390.00 ", 203 ," $326,298.00 "
03538300, ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS                           , IN ,460010287,Proprietary, 21 , 21 ," $60,263.00 ", 21 ," $30,134.00 "
03542300, CONCORDE CAREER INSTITUTE                                              , TX ,760114016,Proprietary, 372 , 372 ," $1,215,633.00 ", 434 ," $679,560.00 "
03542400, COPPER MOUNTAIN COLLEGE                                                , CA ,922526102,Public, 155 , 155 ," $602,287.00 ", 155 ," $314,994.00 "
03543300, HARRIS SCHOOL OF BUSINESS                                              , DE ,198032727,Proprietary, 194 , 194 ," $651,833.00 ", 215 ," $346,473.00 "
03545300, UNIVERSITY OF THE ROCKIES                                              , CO ,809033612,Proprietary, -   , -   , $-   , -   , $-   
03547300, UNIVERSITY OF GLAMORGAN                                                ,,CF37 1DL      ,Foreign-Public, 3 , 3 ," $12,500.00 ", 3 ," $4,166.00 "
03549300, ULTIMATE MEDICAL ACADEMY                                               , FL ,337564917,Proprietary," 7,555 "," 9,313 "," $22,523,882.00 "," 14,315 "," $16,027,999.00 "
03553300, SOUTHEASTERN COLLEGE                                                   , FL ,322160000,Proprietary, 106 , 109 ," $355,303.00 ", 144 ," $216,795.00 "
03555300, SOUTHEASTERN INSTITUTE                                                 , NC ,282170000,Proprietary, 195 , 195 ," $621,970.00 ", 259 ," $396,675.00 "
03555400, SOUTHEASTERN INSTITUTE                                                 , SC ,294060000,Proprietary, 108 , 110 ," $345,728.00 ", 147 ," $222,898.00 "
03556400, KUSSAD INSTITUTE OF COURT REPORTING                                    , TX ,787045712,Proprietary, 6 , 6 ," $28,500.00 ", 11 ," $12,875.00 "
03557300, NORTH FLORIDA COSMETOLOGY INSTITUTE                                    , FL ,323122603,Proprietary, 93 , 94 ," $253,928.00 ", 133 ," $166,708.00 "
03559300, APPALACHIAN SCHOOL OF LAW                                              , VA ,246140000,Private-Nonprofit, -   , -   , $-   , -   , $-   
03560400, NIAGARA COLLEGE                                                        ,,L3C 7L3       ,Foreign-Public, 7 , 7 ," $26,500.00 ", 7 ," $26,500.00 "
03561400, SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER                          , PA ,188160100,Public, 54 , 54 ," $206,800.00 ", 85 ," $165,150.00 "
03564300," INTERNATIONAL SCHOOL OF HEALTH, BEAUTY & TECHNOLOGY                    ", FL ,333131238,Proprietary, 46 , 46 ," $122,382.00 ", 61 ," $76,378.00 "
03568300, LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER         , NY ,142215323,Proprietary, 23 , 23 ," $76,774.00 ", 23 ," $38,387.00 "
03570300, CAROLINA CHRISTIAN COLLEGE                                             , NC ,271053241,Private-Nonprofit, 24 , 24 ," $88,916.00 ", 29 ," $56,666.00 "
03570500, NORTHPOINT BIBLE COLLEGE                                               , MA ,018350000,Private-Nonprofit, 223 , 226 ," $962,135.00 ", 226 ," $488,248.00 "
03573300, AVIATION INSTITUTE OF MAINTENANCE                                      , TX ,750626303,Proprietary, 147 , 147 ," $491,412.00 ", 194 ," $310,901.00 "
03577300, COBA ACADEMY                                                           , CA ,928661407,Proprietary, 1 , 1 ," $3,500.00 ", 2 ," $3,500.00 "
03579300, TEXAS COUNTY TECHNICAL COLLEGE                                         , MO ,654832700,Private-Nonprofit, 87 , 88 ," $293,748.00 ", 116 ," $210,343.00 "
03580300, LIVERPOOL JOHN MOORES UNIVERSITY                                       ,,L3 5UX        ,Foreign-Public, -   , -   , $-   , -   , $-   
03584400, COLORADO SCHOOL OF HEALING ARTS                                        , CO ,802264332,Proprietary, 107 , 108 ," $346,814.00 ", 155 ," $190,190.00 "
03588300, IRENE'S MYOMASSOLOGY INSTITUTE                                         , MI ,480332404,Proprietary, 75 , 75 ," $184,607.00 ", 75 ," $92,093.00 "
03589400, ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH (THE)                           ,,BH12 5HH      ,Foreign-Public, 9 , 9 ," $38,500.00 ", 9 ," $12,834.00 "
03590400, NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA                           , CA ,906703722,Private-Nonprofit, 194 , 195 ," $667,988.00 ", 254 ," $431,009.00 "
03593300, SOUTHWEST INSTITUTE OF HEALING ARTS                                    , AZ ,852813658,Proprietary, 158 , 158 ," $484,924.00 ", 167 ," $252,550.00 "
03594300, GRENOBLE ECOLE DE MANAGEMENT                                           ,,000038003,Foreign-Private, -   , -   , $-   , -   , $-   
03597300, JAGIELLONIAN UNIVERSITY                                                ,,31-007        ,Foreign-Public, -   , -   , $-   , -   , $-   
03598300, PAUL MITCHELL THE SCHOOL                                               , CA ,931033137,Proprietary, 40 , 40 ," $130,295.00 ", 55 ," $90,739.00 "
03607400, TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY                   , IA ,521361053,Proprietary, 9 , 10 ," $27,468.00 ", 15 ," $18,569.00 "
03610300, MJ'S BEAUTY ACADEMY                                                    , TX ,752244425,Proprietary, 28 , 28 ," $85,858.00 ", 38 ," $58,481.00 "
03611400, FLORIDA BARBER ACADEMY                                                 , FL ,330646739,Proprietary, 119 , 119 ," $345,552.00 ", 149 ," $207,711.00 "
03612300, BIRTHWISE MIDWIFERY SCHOOL                                             , ME ,040091110,Proprietary, 31 , 31 ," $102,609.00 ", 31 ," $56,193.00 "
03612400, VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES                           , TX ,785960000,Private-Nonprofit, 117 , 117 ," $330,167.00 ", 177 ," $242,168.00 "
03613300, UNIVERSITY OF NORTHERN BRITISH COLUMBIA - PRINCE GEORGE CAMPUS         ,,V2N 4Z9       ,Foreign-Public, 1 , 1 ," $1,750.00 ", 1 ," $1,750.00 "
03614300, DAVID'S ACADEMY OF BEAUTY                                              , CA ,906601089,Proprietary, 8 , 8 ," $15,359.00 ", 11 ," $10,600.00 "
03616300, AVIATION INSTITUTE OF MAINTENANCE                                      , MO ,641291811,Proprietary, 28 , 28 ," $105,420.00 ", 34 ," $61,154.00 "
03617300, HEALING MOUNTAIN MASSAGE SCHOOL                                        , UT ,841024006,Proprietary, 35 , 35 ," $118,346.00 ", 52 ," $90,346.00 "
03617500, PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE                     , AZ ,850121275,Proprietary, 5 , 5 ," $26,000.00 ", 5 ," $12,084.00 "
03618300, INSTITUTE OF TECHNICAL ARTS                                            , FL ,327074912,Proprietary, 77 , 77 ," $267,651.00 ", 95 ," $139,674.00 "
03619300, UNIVERSITY OF GREENWICH                                                ,,SE10 9LS      ,Foreign-Public, 6 , 6 ," $25,000.00 ", 6 ," $8,331.00 "
03626300, BROWN AVEDA INSTITUTE                                                  , OH ,440606212,Proprietary, 122 , 122 ," $418,756.00 ", 179 ," $305,602.00 "
03627300, LAMAR INSTITUTE OF TECHNOLOGY                                          , TX ,777054142,Public, 640 , 643 ," $2,231,683.00 ", 663 ," $1,169,538.00 "
03627400, JACKSONVILLE BEAUTY INSTITUTE                                          , FL ,322081885,Proprietary, 49 , 49 ," $161,517.00 ", 59 ," $100,267.00 "
03627600, FLORIDA EDUCATION INSTITUTE                                            , FL ,331445036,Proprietary, 102 , 102 ," $357,000.00 ", 102 ," $178,500.00 "
03635300, CARVER BIBLE COLLEGE                                                   , GA ,303311300,Private-Nonprofit, 63 , 64 ," $248,895.00 ", 68 ," $127,898.00 "
03639300, WEST COAST ULTRASOUND INSTITUTE                                        , CA ,902113312,Proprietary, 816 , 822 ," $3,038,285.00 "," 1,748 "," $2,250,628.00 "
03642300, INSTITUTE OF TECHNOLOGY                                                , OR ,973051373,Proprietary, 167 , 171 ," $443,656.00 ", 263 ," $287,075.00 "
03643300, MR. JOHN'S SCHOOL OF COSMETOLOGY AND NAILS                             , IL ,626503488,Proprietary, 17 , 17 ," $53,341.00 ", 25 ," $39,321.00 "
03644400, CANADIAN MENNONITE UNIVERSITY                                          ,,R3P 2N2       ,Foreign-Private, 1 , 1 ," $4,500.00 ", 1 ," $2,500.00 "
03645400, RUDY & KELLY ACADEMY OF HAIR AND NAILS                                 , VA ,234646857,Proprietary, 83 , 84 ," $258,754.00 ", 114 ," $171,375.00 "
03646300, DESIGN'S SCHOOL OF COSMETOLOGY                                         , CA ,934469530,Proprietary, 53 , 53 ," $159,668.00 ", 77 ," $110,285.00 "
03647300, NEW CONCEPTS SCHOOL OF COSMETOLOGY                                     , TN ,373117373,Proprietary, 22 , 22 ," $72,919.00 ", 24 ," $39,566.00 "
03650600, PC AGE                                                                 , NJ ,073063936,Proprietary, 102 , 102 ," $304,790.00 ", 107 ," $178,416.00 "
03652300, METROPOLITAN LEARNING INSTITUTE                                        , NY ,113742101,Private-Nonprofit, 12 , 12 ," $50,193.00 ", 12 ," $25,097.00 "
03653400, UNIVERSIDAD DE IBEROAMERICA                                            ,,11870-1000    ,Foreign-Private, -   , -   , $-   , -   , $-   
03654300, CAREER TRAINING SOLUTIONS                                              , VA ,224088605,Proprietary, 98 , 98 ," $338,775.00 ", 113 ," $192,818.00 "
03655300, ILLINOIS CAREERPATH INSTITUTE                                          , IL ,606541103,Private-Nonprofit, 14 , 14 ," $49,000.00 ", 14 ," $24,500.00 "
03661400, SOUTH FLORIDA INSTITUTE OF TECHNOLOGY                                  , FL ,331253013,Proprietary, 109 , 109 ," $148,987.00 ", 98 ," $63,414.00 "
03663300, HOOD THEOLOGICAL SEMINARY                                              , NC ,281445768,Private-Nonprofit, -   , -   , $-   , -   , $-   
03665400, CHRISTIE'S EDUCATION                                                   , NY ,100368002,Proprietary, -   , -   , $-   , -   , $-   
03666300, PILLAR COLLEGE                                                         , NJ ,071025511,Private-Nonprofit, 253 , 258 ," $944,978.00 ", 259 ," $539,912.00 "
03667300, FAITH THEOLOGICAL SEMINARY                                             , MD ,212122624,Private-Nonprofit, 9 , 9 ," $21,665.00 ", 12 ," $13,167.00 "
03668300, BIRTHINGWAY COLLEGE OF MIDWIFERY                                       , OR ,972664042,Private-Nonprofit, 45 , 45 ," $137,751.00 ", 67 ," $125,584.00 "
03670300, TONI&GUY HAIRDRESSING ACADEMY                                          , CO ,809184001,Proprietary, 93 , 95 ," $317,223.00 ", 145 ," $237,981.00 "
03674300, UNIVERSITY OF ABERTAY DUNDEE                                           ,,DD1 1HG       ,Foreign-Public, 1 , 1 ," $4,500.00 ", 1 ," $2,250.00 "
03676300, FAMILY OF FAITH COLLEGE                                                , OK ,748021805,Private-Nonprofit, 7 , 7 ," $25,800.00 ", 8 ," $13,300.00 "
03678300, PIMA MEDICAL INSTITUTE                                                 , NM ,871115775,Proprietary, 37 , 38 ," $121,513.00 ", 43 ," $66,773.00 "
03680300, JAY'S TECHNICAL INSTITUTE                                              , TX ,770713509,Proprietary, 32 , 32 ," $107,565.00 ", 32 ," $53,784.00 "
03681300, CALIFORNIA HEALING ARTS COLLEGE                                        , CA ,907463223,Proprietary, 11 , 11 ," $36,750.00 ", 13 ," $22,750.00 "
03683300, INTERNATIONAL BARBER & STYLE COLLEGE                                   , TN ,372092205,Proprietary, 67 , 67 ," $202,510.00 ", 91 ," $143,760.00 "
03684300, NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA          , IL ,602019872,Private-Nonprofit, -   , -   , $-   , -   , $-   
03684400, UNIVERSITY OF LINCOLN                                                  ,,LN6 7TS       ,Foreign-Public, 4 , 4 ," $15,000.00 ", 4 ," $5,001.00 "
03686300, COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE                        , CO ,802062127,Proprietary, -   , -   , $-   , -   , $-   
03689400, FAITH EVANGELICAL COLLEGE & SEMINARY                                   , WA ,984072607,Private-Nonprofit, 54 , 54 ," $224,148.00 ", 98 ," $131,992.00 "
03691400, AVE MARIA SCHOOL OF LAW                                                , FL ,341191376,Private-Nonprofit, -   , -   , $-   , -   , $-   
03695300, COMMUNITY ENHANCEMENT SERVICES                                         , CA ,915022750,Private-Nonprofit, 23 , 23 ," $75,600.00 ", 24 ," $37,700.00 "
03695500, ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE                    , AZ ,857121100,Proprietary, -   , -   , $-   , -   , $-   
03695700, SANTIAGO CANYON COLLEGE                                                , CA ,928694512,Public, 100 , 100 ," $357,366.00 ", 195 ," $181,628.00 "
03696300, UNIVERSITY OF THE WEST                                                 , CA ,917703709,Private-Nonprofit, 25 , 25 ," $96,600.00 ", 26 ," $49,516.00 "
03696400, SABER COLLEGE                                                          , FL ,331341604,Private-Nonprofit, 216 , 216 ," $832,979.00 ", 234 ," $441,104.00 "
03698300, WEST COAST UNIVERSITY                                                  , CA ,916063206,Proprietary," 1,969 "," 1,998 "," $8,661,250.00 "," 2,100 "," $4,536,319.00 "
03698400, CALIFORNIA COLLEGE OF VOCATIONAL CAREERS                               , CA ,933011800,Proprietary, 14 , 14 ," $52,250.00 ", 14 ," $27,000.00 "
03700300, REGENCY BEAUTY INSTITUTE - CLEVELAND                                   , OH ,440940000,Proprietary, 63 , 64 ," $187,184.00 ", 73 ," $124,050.00 "
03701300, MEMPHIS INSTITUTE OF BARBERING                                         , TN ,381074334,Proprietary, 48 , 48 ," $141,389.00 ", 71 ," $101,155.00 "
03702300, DELAWARE LEARNING INSTITUTE OF COSMETOLOGY                             , DE ,199399759,Proprietary, 18 , 18 ," $54,279.00 ", 24 ," $37,348.00 "
03704300, MARTIN PARSONS ACADEMY OF DESIGN                                       , MI ,480402093,Proprietary, 14 , 14 ," $34,211.00 ", 21 ," $23,905.00 "
03706300, AMERICAN INSTITUTE                                                     , FL ,330633901,Proprietary, 124 , 124 ," $352,583.00 ", 159 ," $212,643.00 "
03709300, EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE                    , VA ,240606360,Private-Nonprofit, -   , -   , $-   , -   , $-   
03714300, TREND BARBER COLLEGE                                                   , TX ,770712104,Proprietary, 40 , 40 ," $128,557.00 ", 55 ," $86,057.00 "
03716300," UNIVERSITY OF WALES, NEWPORT                                           ",,NP18 3YG      ,Foreign-Public, -   , -   , $-   , -   , $-   
03720300, CARLSON COLLEGE OF MASSAGE THERAPY                                     , IA ,522057519,Proprietary, 17 , 17 ," $46,821.00 ", 24 ," $32,848.00 "
03723300, CULINARY INSTITUTE LENOTRE                                             , TX ,770224322,Proprietary, 158 , 165 ," $503,276.00 ", 269 ," $301,470.00 "
03724300, DIGIPEN INSTITUTE OF TECHNOLOGY                                        , WA ,980525170,Proprietary, 504 , 504 ," $2,126,612.00 ", 503 ," $1,066,651.00 "
03726300, OHIO MID-WESTERN COLLEGE                                               , OH ,452460000,Private-Nonprofit, 87 , 87 ," $297,553.00 ", 102 ," $127,595.00 "
03727500, MOORE CAREER COLLEGE                                                   , LA ,708164182,Proprietary, 25 , 25 ," $84,953.00 ", 27 ," $45,675.00 "
03727600, AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS                              , TX ,787520000,Proprietary, 89 , 89 ," $255,850.00 ", 110 ," $183,767.00 "
03729300, NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS                           , NH ,030514906,Proprietary, 7 , 7 ," $21,098.00 ", 7 ," $10,549.00 "
03730300, BATON ROUGE COMMUNITY COLLEGE                                          , LA ,708064129,Public," 2,184 "," 2,200 "," $7,867,209.00 "," 2,201 "," $3,967,212.00 "
03732300, INTERNATIONAL YACHT RESTORATION SCHOOL                                 , RI ,028406720,Private-Nonprofit, 28 , 28 ," $103,953.00 ", 40 ," $72,976.00 "
03733300, BAPTIST UNIVERSITY OF THE AMERICAS                                     , TX ,782241336,Private-Nonprofit, 8 , 8 ," $37,000.00 ", 8 ," $18,500.00 "
03734300, JOHN D. ROCKEFELLER IV CAREER CENTER                                   , WV ,260479424,Public, 12 , 12 ," $36,013.00 ", 12 ," $18,882.00 "
03735300, INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE                , HI ,968174724,Proprietary, -   , -   , $-   , -   , $-   
03740400, ATI COLLEGE                                                            , CA ,906504374,Proprietary, 60 , 60 ," $223,119.00 ", 67 ," $122,687.00 "
03746300, LEGRAND INSTITUTE OF COSMETOLOGY                                       , SC ,290200000,Proprietary, 11 , 11 ," $35,200.00 ", 17 ," $26,450.00 "
03746400, SOUTHEASTERN INSTITUTE                                                 , SC ,292100000,Proprietary, 89 , 89 ," $293,172.00 ", 106 ," $167,047.00 "
03748500, DURHAM BEAUTY ACADEMY                                                  , NC ,277073569,Proprietary, 77 , 77 ," $246,726.00 ", 101 ," $159,324.00 "
03750300, TECHNICAL LEARNING CENTERS                                             , DC ,200063749,Proprietary, 113 , 113 ," $395,094.00 ", 118 ," $206,297.00 "
03751300, ESCUELA HOTELERA DE SAN JUAN                                           , PR ,009170091,Proprietary, 85 , 85 ," $231,605.00 ", 108 ," $150,236.00 "
03752400, SCHOOL OF URBAN MISSIONS                                               , CA ,946033603,Private-Nonprofit, 298 , 299 ," $1,208,388.00 ", 548 ," $762,296.00 "
03756300, ANAMARC COLLEGE                                                        , TX ,799306230,Proprietary, 333 , 335 ," $939,802.00 ", 394 ," $557,752.00 "
03759300, COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE                        , CA ,953560000,Proprietary, 22 , 22 ," $58,679.00 ", 28 ," $36,903.00 "
03763300, MEDICAL PROFESSIONAL INSTITUTE                                         , MA ,021488143,Proprietary, 124 , 124 ," $296,355.00 ", 165 ," $190,675.00 "
03763400," ACADEMY OF NAIL, SKIN & HAIR                                           ", MT ,591010000,Proprietary, 43 , 43 ," $110,159.00 ", 60 ," $72,904.00 "
03766300, CORTIVA INSTITUTE - PENNSYLVANIA                                       , PA ,194063101,Proprietary, 89 , 89 ," $217,639.00 ", 109 ," $134,957.00 "
03768400, STYLETRENDS BARBER AND HAIRSTYLING ACADEMY                             , SC ,297304511,Proprietary, 24 , 24 ," $80,757.00 ", 28 ," $47,984.00 "
03770300, NAZARENE THEOLOGICAL COLLEGE                                           ,,M2O 2GU       ,Foreign-Private, -   , -   , $-   , -   , $-   
03773300, CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY                  , NY ,122051601,Proprietary, 45 , 45 ," $138,084.00 ", 46 ," $70,539.00 "
03774400, SHEAR ACADEMY                                                          , TN ,385554177,Proprietary, 10 , 10 ," $30,336.00 ", 11 ," $18,086.00 "
03776300, AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS                              , CO ,803055961,Proprietary, 188 , 188 ," $519,769.00 ", 249 ," $410,481.00 "
03776400, HEALING ARTS INSTITUTE                                                 , OH ,435513138,Proprietary, 13 , 13 ," $37,921.00 ", 13 ," $18,967.00 "
03777300, PAUL MITCHELL THE SCHOOL GASTONIA                                      , NC ,280540460,Proprietary, 155 , 155 ," $514,347.00 ", 209 ," $338,430.00 "
03778300, HEALTH WORKS INSTITUTE                                                 , MT ,597150000,Proprietary, 24 , 24 ," $72,986.00 ", 24 ," $36,493.00 "
03780300, SABA UNIVERSITY SCHOOL OF MEDICINE                                     ,,,Foreign-For-Profit, -   , -   , $-   , -   , $-   
03781300, PITC INSTITUTE                                                         , PA ,190384001,Proprietary, 107 , 107 ," $345,370.00 ", 108 ," $175,559.00 "
03783300, BLUE CLIFF CAREER COLLEGE                                              , AL ,366064749,Proprietary, 43 , 43 ," $128,857.00 ", 54 ," $85,038.00 "
03783400, ABDILL CAREER COLLEGE                                                  , OR ,975047137,Proprietary, 38 , 38 ," $123,113.00 ", 49 ," $78,622.00 "
03786300, ADVANCED COLLEGE                                                       , CA ,902805255,Proprietary, 82 , 83 ," $252,429.00 ", 102 ," $163,297.00 "
03787300, EXPERTISE COSMETOLOGY INSTITUTE                                        , NV ,891062516,Private-Nonprofit, 85 , 85 ," $256,733.00 ", 137 ," $194,740.00 "
03789300, UNITECH TRAINING ACADEMY                                               , LA ,705035132,Proprietary, 763 , 766 ," $2,161,838.00 ", 935 ," $1,195,150.00 "
03789400, RIVER PARISHES COMMUNITY COLLEGE                                       , LA ,707780310,Public, 420 , 427 ," $1,601,252.00 ", 427 ," $806,237.00 "
03794400, ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC                                 ,,BH5 2DF       ,Foreign-Private, -   , -   , $-   , -   , $-   
03797400, CAREER CARE INSTITUTE                                                  , CA ,935344765,Proprietary, 346 , 346 ," $1,117,085.00 ", 366 ," $570,421.00 "
03803300, HEALTHCARE TRAINING INSTITUTE                                          , NJ ,070833504,Proprietary, 92 , 92 ," $285,405.00 ", 107 ," $161,713.00 "
03804300, BELLEFONTE ACADEMY OF BEAUTY                                           , KY ,411692015,Proprietary, 71 , 71 ," $246,101.00 ", 95 ," $168,122.00 "
03804400, MEDTECH INSTITUTE                                                      , GA ,303396040,Proprietary, 318 , 332 ," $1,074,440.00 ", 514 ," $640,777.00 "
03807300, ROSE BRUFORD COLLEGE                                                   ,,DA15 9DF      ,Foreign-Public, 2 , 2 ," $11,000.00 ", 3 ," $5,666.00 "
03808300, INSTITUTE OF BEAUTY AND WELLNESS (THE)                                 , WI ,532025715,Proprietary, 76 , 76 ," $247,502.00 ", 118 ," $191,277.00 "
03809400, MICROPOWER CAREER INSTITUTE                                            , NY ,100012812,Proprietary, 147 , 147 ," $507,336.00 ", 118 ," $201,765.00 "
03810500, COURT REPORTING INSTITUTE OF LOUISIANA                                 , LA ,708160000,Proprietary, 3 , 3 ," $10,000.00 ", 3 ," $5,000.00 "
03811300, EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE                 , NJ ,070423562,Proprietary, 23 , 23 ," $94,500.00 ", 23 ," $47,250.00 "
03812300, OMNITECH INSTITUTE                                                     , GA ,300846821,Proprietary, 95 , 95 ," $302,292.00 ", 129 ," $202,595.00 "
03813300, NORTHCENTRAL UNIVERSITY                                                , AZ ,863142336,Proprietary, 57 , 57 ," $237,142.00 ", 188 ," $115,661.00 "
03814300, TURNING POINT BEAUTY COLLEGE                                           , AZ ,851224229,Proprietary, 16 , 16 ," $55,028.00 ", 24 ," $41,514.00 "
03814400, SOKA UNIVERSITY OF AMERICA                                             , CA ,926568081,Private-Nonprofit, 111 , 111 ," $469,719.00 ", 111 ," $236,731.00 "
03816300, ARTISTIC NAILS & BEAUTY ACADEMY                                        , FL ,336055919,Proprietary, 100 , 100 ," $289,389.00 ", 127 ," $180,957.00 "
03816400, AMERICAN GRADUATE SCHOOL IN PARIS                                      ,,000075006,Foreign-Private, -   , -   , $-   , -   , $-   
03818300, LEIPZIG GRADUATE SCHOOL OF MANAGEMENT                                  ,,D-04109       ,Foreign-Private, -   , -   , $-   , -   , $-   
03819300, AMERICAN PUBLIC UNIVERSITY SYSTEM                                      , WV ,254141621,Proprietary," 13,162 "," 13,200 "," $45,383,628.00 "," 16,540 "," $27,674,771.00 "
03821400, UNIVERSAL COLLEGE OF HEALING ARTS                                      , NE ,681121810,Proprietary, 6 , 6 ," $21,000.00 ", 6 ," $10,500.00 "
03822300, PAUL MITCHELL THE SCHOOL - MONROE                                      , WI ,535660000,Proprietary, 24 , 24 ," $92,100.00 ", 32 ," $61,100.00 "
03823300, FLORIDA ACADEMY OF HEALTH & BEAUTY                                     , FL ,333112309,Proprietary, 12 , 12 ," $30,056.00 ", 16 ," $17,402.00 "
03824300," ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON                   ",,NW1 0TU       ,Foreign-Public, -   , -   , $-   , -   , $-   
03827300, NEW LIFE THEOLOGICAL SEMINARY                                          , NC ,282051648,Private-Nonprofit, 74 , 74 ," $295,996.00 ", 92 ," $148,949.00 "
03829500, SKINWORKS SCHOOL OF ADVANCED SKINCARE                                  , UT ,841150000,Proprietary, 26 , 27 ," $67,313.00 ", 35 ," $39,980.00 "
03830300, SAE INSTITUTE OF TECHNOLOGY                                            , TN ,372034310,Proprietary, 46 , 46 ," $158,136.00 ", 46 ," $69,439.00 "
03832300, DADE MEDICAL COLLEGE                                                   , FL ,331265534,Proprietary," 1,679 "," 1,693 "," $6,221,362.00 "," 2,379 "," $4,359,383.00 "
03832400, COSMETOLOGY SCHOOL OF ARTS AND SCIENCES                                , ID ,833181327,Proprietary, 17 , 17 ," $67,500.00 ", 20 ," $38,860.00 "
03833300, AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE                       , MN ,551130000,Proprietary, 4 , 4 ," $20,700.00 ", 7 ," $17,950.00 "
03837300, AVEDA FREDRIC'S INSTITUTE                                              , OH ,450692794,Proprietary, 69 , 69 ," $224,069.00 ", 79 ," $135,061.00 "
03838300, NIGHTINGALE COLLEGE                                                    , UT ,844030000,Proprietary, 48 , 48 ," $202,762.00 ", 50 ," $103,461.00 "
03838500, NORTHWEST HEALTH CAREERS                                               , NV ,891280255,Proprietary, 109 , 109 ," $328,225.00 ", 129 ," $191,071.00 "
03839300, AVEDA INSTITUTE NEW YORK                                               , NY ,100131522,Proprietary, 87 , 87 ," $238,098.00 ", 106 ," $154,067.00 "
03840300, OXFORD GRADUATE SCHOOL                                                 , TN ,373216736,Private-Nonprofit, -   , -   , $-   , -   , $-   
03841300, CAREER BEAUTY COLLEGE                                                  , TN ,384643634,Proprietary, 3 , 3 ," $10,500.00 ", 3 ," $5,250.00 "
